,id,name,latitude,longitude,leisure,shop,tourism,railway,amenity,rating,reviews,price,url,price_cat
48,25744507,Aces and Eights,51.5566538,-0.1383959,,,,,bar,,,,,
49,25744530,The Boston Arms,51.5571014,-0.1384439,,,,,bar,,,,,
50,25746185,The Cheshire Cheese,51.5123895,-0.1131849,,,,,bar,,,,,
51,25831302,Lockside Lounge,51.5410872,-0.1466139,,,,,bar,,,,,
52,25831313,Lock 17,51.5412394,-0.14576,,,,,bar,,,,,
53,25991205,Jack's Cafe,51.5509046,-0.0724776,,,,,cafe,,,,,
54,26065903,The BlackStock,51.5645126,-0.104466,,,,,bar,,,,,
55,26108616,Kingswood Arms,51.2949328,-0.2125085,,,,,bar,,,,,
56,26197017,The White Lion of Mortimer,51.5693773,-0.1126397,,,,,bar,,,,,
57,26269218,Springfield Park Cafe,51.5686499,-0.0570885,,,,,cafe,,,,,
58,26310696,Fox on the Green,51.536675,-0.1031148,,,,,bar,,,,,
59,26355981,Site of original Epsom Salts well,51.3270878,-0.2902488,,,attraction,,,,,,,
60,26363049,The Gate,51.6419852,-0.2424157,,,,,bar,,,,,
61,26389825,Albert Gate,51.5025727,-0.1585149,,,,,,,,,,
62,26422089,The Mint,51.3176651,-0.1901579,,,,,bar,,,,,
63,26544484,Casuarina Tree,51.3980144,-0.1722345,,,,,restaurant,4.0,308.0,2-star hotel,http://maps.google.com/?q=Casuarina Tree+407 London Road Mitcham CR4 4BG,
64,26545063,The Windmill,51.4017392,-0.1608521,,,,,bar,,,,,
65,26545687,The Queens Head,51.399294,-0.1652315,,,,,bar,,,,,
66,26563318,Epsom Downs Racecourse,51.3099991,-0.2526878,,,attraction,,,,,,,
67,26603473,The Load of Hay,51.5362404,-0.4763331,,,,,bar,,,,,
68,26603928,Karma Lounge,51.5271764,-0.4817145,,,,,restaurant,,,,,
69,26603929,The Crown,51.5310186,-0.4820512,,,,,bar,,,,,
70,26604024,Jin Li,51.525732,-0.4585479,,,,,restaurant,4.0,340.0,€€,http://maps.google.com/?q=Jin Li+91 Pield Heath Road Uxbridge UB8 3NJ,2.0
71,26610587,The Good Mixer,51.5393745,-0.1446311,,,,,bar,,,,,
72,26610590,The Oxford Arms,51.5405479,-0.1443341,,,,,bar,,,,,
73,26610612,Canalside Bar,51.5411992,-0.1458705,,,,,bar,,,,,
74,26699558,The Flying Horse,51.5165109,-0.1307587,,,,,bar,,,,,
75,26845558,Old Tree Daiwan Bee,51.5110542,-0.1325596,,,,,restaurant,,,,,
76,26979398,Queen's Head,51.5459392,-0.4799811,,,,,bar,,,,,
77,26979399,The Metropolitan,51.5454596,-0.4800154,,,,,bar,,,,,
78,26979400,The Fig Tree,51.5455668,-0.4802997,,,,,bar,,,,,
79,26979401,Whelans,51.5476493,-0.4806061,,,,,bar,,,,,
80,26979403,The Three Tuns,51.5455131,-0.4785907,,,,,bar,,,,,
81,26979404,Five Guys,51.546377,-0.4792492,,,,,fast_food,,,,,
82,26980235,The Wonder,51.6630788,-0.0854123,,,,,bar,,,,,
83,26982478,The Pied Bull,51.6781721,-0.0593586,,,,,bar,,,,,
84,26982535,The King and Tinker,51.6813611,-0.0770974,,,,,bar,,,,,
85,26992533,General Napier,51.4455382,-0.044651,,,,,bar,,,,,
86,26992933,The Honor Oak,51.4432329,-0.0422998,,,,,bar,,,,,
87,27012806,The Hope and Anchor,51.5432581,-0.1034131,,,,,bar,,,,,
88,27017235,Sir John Balcombe,51.5234117,-0.1618602,,,,,bar,,,,,
89,27084532,Cabot Square Railings,51.5054672,-0.0223917,,,artwork,,,,,,,
90,27245287,The Shaftesbury Arms,51.465564,-0.299238,,,,,bar,,,,,
91,27250756,Laurel Gate,51.4069898,-0.3277092,,,,,,,,,,
92,27348824,Rose and Crown,51.671207,-0.083777,,,,,bar,,,,,
93,27349206,Cricketers Arms,51.656505,-0.0874147,,,,,bar,,,,,
94,27349264,The Meeting Bar and Restaurant,51.6499158,-0.063099,,,,,restaurant,4.4,916.0,€€,http://maps.google.com/?q=The Meeting Bar and Restaurant+253 Southbury Road Enfield EN1 1RG,2.0
95,27359488,The Drill,51.5777484,0.2079489,,,,,bar,,,,,
96,27364392,Woodberry Tavern,51.5783459,-0.0818517,,,,,bar,,,,,
97,27390454,The Ferry,51.3894939,-0.3253646,,,,,restaurant,,,,,
98,27408323,The Drapers Arms,51.5116826,-0.3051555,,,,,bar,,,,,
99,27408513,Pitzhanger Manor House and Gallery,51.5108862,-0.307107,,,museum,,,,,,,
100,27411557,North Nineteen,51.5646374,-0.1217505,,,,,bar,,,,,
101,27418915,The Ship,51.4986033,0.2564934,,,,,bar,,,,,
102,27475739,The Grove,51.5102956,-0.3052313,,,,,bar,,,,,
103,27475983,The Red Lion,51.5080196,-0.3050181,,,,,bar,,,,,
104,27476034,The Castle Inn,51.5061889,-0.3053344,,,,,bar,,,,,
105,27476983,The Shanakee,51.5148399,-0.302661,,,,,bar,,,,,
106,27476990,The North Star,51.5138717,-0.3018562,,,,,bar,,,,,
107,27477157,The Wheatsheaf,51.5169211,-0.299932,,,,,bar,,,,,
108,27477159,The Haven Arms,51.5168303,-0.3000951,,,,,bar,,,,,
109,27482436,King George Street Gate,51.4773828,-0.0058561,,,,,,,,,,
110,27509199,Dilston Gate,51.4919016,-0.0544274,,,,,,,,,,
111,27512718,Lots Road,51.4776729,-0.1833426,,,,,bar,,,,,
112,27718642,The Star Tavern,51.4984423,-0.155855,,,,,bar,,,,,
113,28792394,The Railway,51.5258337,-0.0501643,,,,,bar,,,,,
114,29039088,The Queens Larder,51.5212273,-0.1225308,,,,,bar,,,,,
115,29269886,Madame Tussauds,51.5228224,-0.1547768,,,museum,,,,,,,
116,30062730,Perks and White,51.4400001,-0.1051929,,,,,cafe,,,,,
117,30427042,Sheen Gate,51.4569276,-0.267556,,,,,,,,,,
118,30478533,Robin Hood Gate,51.4363489,-0.2563221,,,,,,,,,,
119,30480214,Ladderstile Gate,51.4258261,-0.2755228,,,,,,,,,,
120,30483366,The Park Tavern,51.4195033,-0.2875532,,,,,bar,,,,,
121,30512931,The Cardinal,51.4265543,-0.2982274,,,,,bar,,,,,
122,30553242,Bog Gate,51.4564401,-0.2824872,,,,,,,,,,
123,30585304,The Bayswater Arms,51.5126423,-0.187786,,,,,bar,,,,,
124,30592674,Prince Albert,51.5095361,-0.1975022,,,,,bar,,,,,
125,30629850,The Wych Elm,51.417141,-0.2940029,,,,,bar,,,,,
126,30631419,The New Inn,51.5821338,0.2115723,,,,,bar,,,,,
127,30669338,The Rose of York,51.4505854,-0.3002861,,,,,bar,,,,,
128,30793153,Flynns,51.5589274,-0.1206516,,,,,bar,,,,,
129,30794685,The Durham Arms,51.5723538,0.1910267,,,,,bar,,,,,
130,30794686,The Wheatsheaf,51.5715396,0.1877258,,,,,bar,,,,,
131,31098622,The Archers,51.5865464,0.2004147,,,,,bar,,,,,
132,31098623,The Unicorn,51.5868564,0.2005327,,,,,restaurant,,,,http://maps.google.com/?q=The Unicorn+91 Main Road Romford RM2 5EL,
133,31098624,The Ship,51.5869264,0.2009349,,,,,bar,,,,,
134,31247045,The Shawl,51.5628777,-0.3560203,,,,,bar,,,,,
135,31247069,Salt Bar,51.5694406,-0.3464574,,,,,bar,,,,,
136,31275782,The Lord Palmerston,51.3689042,-0.1619811,,,,,bar,,,,,
137,31282203,Kingsfield Arms,51.5752552,-0.3431793,,,,,bar,,,,,
138,31322806,The Turks Head,51.4099453,-0.4888562,,,,,bar,,,,,
139,31452360,Bar Story,51.4695231,-0.0698846,,,,,bar,,,,,
140,31452361,The Sassoon Gallery,51.4697472,-0.0700773,,,gallery,,,,,,,
141,31472031,Ham Gate,51.432087,-0.2920613,,,,,,,,,,
142,31472797,The Swan,51.5556251,-0.316774,,,,,bar,,,,,
143,32544807,Ryan's Bar,51.5503528,-0.3392639,,,,,bar,,,,,
144,32654858,Ye Olde Swan,51.3929194,-0.3317479,,,,,bar,,,,,
145,32921722,Lazy Ballerinas,51.5140621,-0.1088749,,,,,bar,,,,,
146,33077516,The Windsor Castle,51.470135,-0.378524,,,,,bar,,,,,
147,33077538,Duke of Cambridge,51.4715564,-0.3552644,,,,,bar,,,,,
148,33077565,Duke of York,51.4675133,-0.3866606,,,,,bar,,,,,
149,33101954,Turnpike House,51.5749285,-0.0719505,,,,,bar,,,,,
150,33116988,The Black Horse,51.4778706,-0.3628656,,,,,bar,,,,,
151,33497682,Lord Nelson,51.3654748,-0.184308,,,,,bar,,,,,
152,33583650,The Sun,51.367124,-0.1641978,,,,,bar,,,,,
153,33665778,The Rose & Crown,51.3685541,-0.1551602,,,,,bar,,,,,
154,33760182,The Old Elm Tree,51.4847039,-0.3801834,,,,,bar,,,,,
155,33760229,The Old George,51.4842491,-0.3720902,,,,,bar,,,,,
156,34190586,The Woodlands Tavern,51.4729787,-0.3376386,,,,,bar,,,,,
157,34190682,The Swan Inn,51.4689419,-0.3241118,,,,,bar,,,,,
158,34190698,Cinnamon Lounge,51.472105,-0.3284018,,,,,restaurant,,,,,
159,34190721,The Red Lion,51.4735028,-0.3338701,,,,,bar,,,,,
160,35123482,Millennium Milepost,51.5032027,-0.0014769,,,artwork,,,,,,,
161,35132183,Millenium Milepost,51.4876212,0.1720177,,,artwork,,,,,,,
162,36138570,The Grange,51.3720919,-0.150933,,,,,bar,,,,,
163,36138571,The Grange,51.3719881,-0.1508364,,,,,restaurant,,,,,
164,36217541,The Horseshoe Bar,51.561967,-0.3727312,,,,,bar,,,,,
165,36312309,Cafe Royale,51.3659537,-0.1603872,,,,,cafe,,,,,
166,36314175,Coach & Horses,51.3650377,-0.1623319,,,,,bar,,,,,
167,36487478,Hare and Hounds,51.4916527,-0.3393015,,,,,bar,,,,,
168,36489725,The Jolly Farmer,51.4772629,-0.3633441,,,,,bar,,,,,
169,36489727,The White Bear,51.4755195,-0.3601064,,,,,bar,,,,,
170,36509097,The Royal,51.4983082,-0.3266794,,,,,restaurant,4.2,1490.0,€€,http://maps.google.com/?q=The Royal+ Boston Road London W7 2AX,2.0
171,36585191,The Woodman,51.3650042,-0.1625787,,,,,bar,,,,,
172,36684379,Maggies Fish & Chip,51.5420582,-0.3459836,,,,,fast_food,,,,,
173,36684383,Café Express,51.5520625,-0.3504501,,,,,cafe,,,,,
174,36685542,The Royal Oak,51.4669866,-0.3408452,,,,,bar,,,,,
175,36868088,The Railway,51.3562255,-0.2162302,,,,,bar,,,,,
176,36869280,The Grumpy Mole,51.3556652,-0.2222369,,,,,bar,,,,,
177,36989169,The Harrow,51.3576314,-0.2157505,,,,,bar,,,,,
178,37124435,The Railway Tavern,51.3693298,-0.1658625,,,,,bar,,,,,
179,37124475,Carshalton Water Tower,51.36511,-0.1668055,,,museum,,,,,,,
180,37155037,The Butterchurn,51.369505,-0.1802281,,,,,bar,,,,,
181,39601041,Harvest Home,51.3723143,-0.1316804,,,,,bar,,,,,
182,39663028,The Kilkenny,51.4155329,-0.1917749,,,,,bar,,,,,
183,39664415,The Nelson Arms,51.4158504,-0.1864046,,,,,bar,,,,,
184,39741897,The Sultan,51.4185272,-0.1853025,,,,,bar,,,,,
185,40175772,The Nightingale,51.3627599,-0.1852127,,,,,bar,,,,,
186,41027353,The King Harold,51.5940913,0.2351305,,,,,bar,,,,,
187,45273242,Station Cafe,51.5937738,0.2342052,,,,,cafe,,,,,
188,45292830,Bamboo Garden,51.5935989,0.2336231,,,,,fast_food,,,,,
189,45293688,Bombay Palace,51.5939208,0.2346712,,,,,restaurant,,,,,
190,45298307,McDonald's,51.6004092,0.2113795,,,,,fast_food,,,,,
191,46714849,The Baring Arms,51.537057,-0.0884773,,,,,bar,,,,,
192,47733711,The Frying Pan,51.5938555,0.2344868,,,,,fast_food,,,,,
193,48928595,Urban Bar,51.5190934,-0.0589373,,,,,bar,,,,,
194,49300405,The Temperance,51.4693662,-0.2104484,,,,,bar,,,,,
195,49311908,The Volunteer,51.5239797,-0.1585799,,,,,bar,,,,,
196,49314952,The Colonel Fawcett,51.54181,-0.1359896,,,,,bar,,,,,
197,49319602,The Marlborough Arms,51.5218219,-0.1337724,,,,,bar,,,,,
198,50453784,The White Hart Inn,51.4557401,-0.3542958,,,,,bar,,,,,
199,50453906,The Duke of Cambridge,51.4547683,-0.3514212,,,,,bar,,,,,
200,52755412,The Duke of Wellington,51.5401086,-0.0744743,,,,,bar,,,,,
201,55020968,The Royal Oak,51.5234073,0.2982287,,,,,bar,,,,,
202,56446211,The Crown,51.3736894,-0.05418,,,,,bar,,,,,
203,57730534,The Lord Clyde,51.4666594,-0.3587255,,,,,bar,,,,,
204,59169435,The Bolton,51.4895785,-0.1904313,,,,,bar,,,,,
205,59324529,The Chequers,51.5681447,0.2195076,,,,,bar,,,,,
206,59367436,The Good Year,51.6050239,0.2349029,,,,,fast_food,,,,,
207,59651717,The Bulstrode Pub,51.4707517,-0.3669356,,,,,bar,,,,,
208,59932133,KFC,51.37774,-0.0253425,,,,,fast_food,,,,,
209,59933337,Shirley Inn,51.3743818,-0.0502512,,,,,bar,,,,,
210,60030740,Greedies,51.4686299,-0.3275195,,,,,cafe,,,,,
211,60131577,The New Inn,51.3758915,0.011266,,,,,bar,,,,,
212,60307094,The Cricketers,51.3751766,-0.0836591,,,,,bar,,,,,
213,60573033,The Green Man,51.4654902,-0.4170041,,,,,bar,,,,,
214,60668912,Rose and Crown,51.4860692,-0.3733479,,,,,bar,,,,,
215,61328981,North Entrance,51.4963198,-0.1085897,,,,,,,,,,
216,61937679,The Goose at the George,51.6519527,-0.0814868,,,,,bar,,,,,
217,61947415,The Hop Poles,51.6631766,-0.0773879,,,,,bar,,,,,
218,61947416,The Jolly Farmers,51.6547576,-0.1077361,,,,,bar,,,,,
219,61955733,The Stag,51.6528776,-0.0865804,,,,,bar,,,,,
220,61978940,Jolly Butchers,51.6594925,-0.0799229,,,,,bar,,,,,
221,61987558,The Wheatsheaf,51.6599599,-0.0792592,,,,,bar,,,,,
222,64746880,Circus Gate,51.4785676,-0.0072707,,,,,,,,,,
223,65095110,Tratorria Raffaele,51.4256431,-0.0487489,,,,,restaurant,4.8,468.0,€€,http://maps.google.com/?q=Tratorria Raffaele+94 Sydenham Road London SE26 5JX,2.0
224,65281881,Old Shant,51.4772991,0.2973699,,,,,bar,,,,,
225,65281885,The Ship,51.4766022,0.2910411,,,,,bar,,,,,
226,76660110,The Greystoke,51.5169424,-0.2899892,,,,,bar,,,,,
227,87355103,The Sir Julian Huxley,51.3434073,-0.0625348,,,,,bar,,,,,
228,88803470,East Gate,51.4837781,-0.0040286,,,,,,,,,,
229,89125490,The Bricklayers Arms,51.4067187,-0.0318399,,,,,bar,,,,,
230,89125621,Ye George Inn,51.4072473,-0.0277003,,,,,bar,,,,,
231,89125652,O'Neils,51.4104781,-0.024671,,,,,bar,,,,,
232,90272342,Fox Under The Hill,51.4738476,0.039705,,,,,bar,,,,,
233,90322956,The Harrow,51.3195125,-0.0429315,,,,,bar,,,,,
234,90324545,The Bull Inn,51.3139158,-0.0325297,,,,,bar,,,,,
235,91698872,Rising Sun,51.4843731,-0.3906257,,,,,bar,,,,,
236,92560386,The Jolly Gardeners,51.4857401,-0.4057765,,,,,bar,,,,,
237,96008565,Bistrotheque,51.5340961,-0.0560633,,,,,restaurant,4.5,861.0,€€,http://maps.google.com/?q=Bistrotheque+23-27 Wadeson Street London E2 9DR,2.0
238,96229448,Mithai Ghar,51.517788,-0.0656989,,,,,restaurant,,,,,
239,106227688,The Swan,51.3758911,-0.0148923,,,,,bar,,,,,
240,107509923,Magno Cafe,51.4766863,0.2954951,,,,,restaurant,,,,,
241,108035448,The Nott,51.4787002,-0.1288063,,,,,bar,,,,,
242,108035514,A toca,51.47539,-0.1312087,,,,,restaurant,,,,,
243,116097320,The Alice,51.5149285,-0.0778751,,,,,bar,,,,,
244,116097730,The Lion Houndsditch,51.5148281,-0.0781193,,,,,bar,,,,,
245,117281545,The Duke of York,51.3920196,-0.3067528,,,,,bar,,,,,
246,128329850,The Camel,51.4935531,-0.1418267,,,,,bar,,,,,
248,129879246,Swiss Cottage Exit 4&5,51.5435796,-0.1756725,,,,subway_entrance,,,,,,
249,129996650,The Swan and Mitre,51.4070877,0.0116437,,,,,bar,,,,,
250,130159372,Venus,51.4177496,-0.1777821,,,,,restaurant,3.9,51.0,,http://maps.google.com/?q=Venus+12-14 Christchurch Road  SW19 2NX,
251,130159445,Corleone,51.4182745,-0.1782663,,,,,restaurant,4.5,422.0,€€,http://maps.google.com/?q=Corleone+186A High Street Colliers Wood  SW19 2BN,2.0
252,130210673,The Lido,51.5046688,-0.1696555,,,,,cafe,,,,,
253,130216826,Nando's,51.4136144,-0.1780875,,,,,restaurant,4.1,863.0,€€,http://maps.google.com/?q=Nando's+ Tandem Way  SW19 2TY,2.0
254,130220511,Wattenden Arms,51.3076722,-0.1023778,,,,,bar,,,,,
255,130577719,The Bell and Crown,51.4869374,-0.2830003,,,,,bar,,,,,
256,130577747,The Bull's Head,51.4844753,-0.2783571,,,,,bar,,,,,
257,130577751,The City Barge,51.4850265,-0.2791222,,,,,bar,,,,,
258,130730615,The Magpie and Crown,51.4827943,-0.3091397,,,,,bar,,,,,
259,132956602,The Clapham North,51.4654415,-0.129292,,,,,bar,,,,,
260,132957893,Alba,51.4651993,-0.1291139,,,,,restaurant,3.7,6.0,,http://maps.google.com/?q=Alba+3 Bedford Road  SW4 7SH,
261,132960560,The Phoenix,51.4687716,-0.1270502,,,,,bar,,,,,
262,132978018,Ferndales,51.4629835,-0.1239279,,,,,restaurant,4.4,80.0,€,http://maps.google.com/?q=Ferndales+118 Ferndale Road  SW4 7SE,1.0
263,133043403,Mile End,51.5252217,-0.0334143,,,,subway_entrance,,,,,,
264,133190031,Stepney Green,51.5219207,-0.0466175,,,,subway_entrance,,,,,,
265,134900011,The Maypole,51.3825845,-0.3009294,,,,,bar,,,,,
266,138122125,Thatched House,51.5577347,0.2762029,,,,,bar,,,,,
267,138122193,Jobbers Rest,51.5577823,0.2730061,,,,,bar,,,,,
268,140681851,Starbucks,51.4989916,-0.1354995,,,,,cafe,,,,,
269,140697749,Greggs,51.4982302,-0.1352163,,,,,fast_food,,,,,
270,142435502,Carpenter's Arms,51.5229869,-0.0552609,,,,,bar,,,,,
271,144094891,Bagel Bite,51.5147687,-0.3024572,,,,,fast_food,,,,,
272,148782410,The White Ferry,51.4889866,-0.1467405,,,,,bar,,,,,
273,150609647,Prince Of Wales,51.4337416,-0.0424685,,,,,bar,,,,,
274,151023943,The White Hart,51.4900528,-0.4352889,,,,,bar,,,,,
275,153620231,The Moon on the Hill,51.3618835,-0.1932923,,,,,bar,,,,,
276,160548974,The Morgan Arms,51.5278869,-0.0309851,,,,,bar,,,,,
277,166585070,Six Bells,51.4823245,-0.3111608,,,,,bar,,,,,
278,166612953,The Five Bells,51.4571449,-0.4785802,,,,,bar,,,,,
279,166612962,The Rising Sun,51.4602835,-0.4766612,,,,,bar,,,,,
280,166860072,"Aldgate East, Exit 2, High Street (north side), Toynbee Hall, Petticoat Lane Market",51.5153066,-0.0721135,,,,subway_entrance,,,,,,
281,166967411,The Pembroke Castle,51.5425434,-0.1548897,,,,,bar,,,,,
282,169140424,The County Arms,51.4500913,-0.1743309,,,,,bar,,,,,
283,169140546,The Hope,51.4461541,-0.1654356,,,,,bar,,,,,
284,169355678,Bon Gusto,51.4992102,-0.1378188,,,,,restaurant,4.5,907.0,€€,http://maps.google.com/?q=Bon Gusto+75-76 Buckingham Gate London SW1E 6PD,2.0
285,169368767,Bank Restaurant & Bar,51.4986304,-0.1372558,,,,,restaurant,,,,,
286,169384510,The Colonies,51.4986377,-0.139521,,,,,bar,,,,,
287,169436940,Buckingham Coffee Lounge,51.4987752,-0.1412257,,,,,cafe,,,,,
288,169440015,Cask & Glass,51.4985497,-0.1402518,,,,,bar,,,,,
289,173456911,The Jolly Waggoners,51.4777029,-0.4050335,,,,,bar,,,,,
290,175684023,Hen and Chickens theatre & bar,51.5460243,-0.1019468,,,,,bar,,,,,
291,178448909,The Perry Hill,51.4362614,-0.0346656,,,,,bar,,,,,
292,180403503,Spaghetti House,51.5186204,-0.1214512,,,,,restaurant,,,,,
293,186186683,Arsenal,51.5584284,-0.1056554,,,,subway_entrance,,,,,,
294,187284060,PizzaExpress,51.4427534,-0.1667732,,,,,restaurant,,,,,
295,192399976,The Pineapple,51.5529728,-0.1396355,,,,,bar,,,,,
296,192399980,The Rose & Crown,51.5503272,-0.1328922,,,,,bar,,,,,
297,192399984,Lord Stanley,51.5471707,-0.1294282,,,,,bar,,,,,
298,194249790,The Furzedown,51.4242687,-0.1420041,,,,,bar,,,,,
299,206144673,The World's End,51.4151413,-0.3668809,,,,,bar,,,,,
300,206186802,O'Briens,51.4822827,-0.3125615,,,,,bar,,,,,
301,206348091,The Plough,51.3675107,-0.1321916,,,,,bar,,,,,
302,207145668,Victoria Plaza café,51.4781383,-0.2909155,,,,,cafe,,,,,
303,207631298,White Horse Gate,51.5026335,-0.1558361,,,,,,,,,,
304,211260547,Royal Oak,51.5816235,-0.3378121,,,,,bar,,,,,
305,212601199,South Hatch,51.3201867,-0.2505759,,,,,restaurant,,,,,
306,212604832,The Derby Arms,51.3145862,-0.25461,,,,,bar,,,,,
307,213434643,The Swan,51.4571771,-0.4802101,,,,,bar,,,,,
308,213434645,The Wheatsheaf,51.4572131,-0.4822108,,,,,bar,,,,,
309,213434798,The Bulldog,51.4425872,-0.4737189,,,,,restaurant,4.0,1557.0,€€,http://maps.google.com/?q=The Bulldog+556 London Road Ashford TW15 3AE,2.0
310,215164323,Duck in the Pond,51.6044225,-0.3274506,,,,,bar,,,,,
311,221225447,Sir Corbett Woodall,51.5235074,-0.0045849,,,artwork,,,,,,,
312,224146236,The George & Dragon,51.472899,-0.0151598,,,,,bar,,,,,
313,230058460,Four Thieves,51.4640796,-0.1625527,,,,,bar,,,,,
314,240624074,Queen's Head,51.5943364,-0.3807397,,,,,bar,,,,,
315,241473415,The Druids Head,51.4093122,-0.3064476,,,,,bar,,,,,
316,242554852,Le Chamarel,51.5896604,-0.105547,,,,,restaurant,4.5,356.0,€€,http://maps.google.com/?q=Le Chamarel+27 Turnpike Lane London ,2.0
317,242925119,The Fox,51.5042436,-0.3433342,,,,,bar,,,,,
318,242925249,The Grosvenor,51.5067265,-0.3276291,,,,,bar,,,,,
319,242936414,Northfields,51.4993493,-0.314134,,,,subway_entrance,,,,,,
320,242938605,The Green W7,51.5071386,-0.3395948,,,,,bar,,,,,
321,243512067,The Duke of Wellington,51.4622646,-0.4275002,,,,,restaurant,4.2,688.0,€€,http://maps.google.com/?q=The Duke of Wellington+331 Hatton Road Feltham TW14 9QS,2.0
322,243709930,Croom's Hill Gate,51.4754157,-0.0035536,,,,,,,,,,
323,244003241,The Broadway Cafe,51.3806005,-0.2819693,,,,,bar,,,,,
324,245097423,Rambles,51.4588562,0.0048929,,,,,bar,,,,,
325,245433525,Whitewebbs House,51.6783282,-0.0796137,,,,,restaurant,4.1,2604.0,€,http://maps.google.com/?q=Whitewebbs House+ Whitewebbs Road Enfield EN2 9HQ,1.0
326,245780209,Beast of Brixton,51.4594503,-0.1247157,,,,,cafe,,,,,
327,246111569,The Alexandra,51.4612829,-0.1382297,,,,,bar,,,,,
328,246112013,Belle Vue,51.4618322,-0.1376414,,,,,bar,,,,,
329,246112767,,51.4591507,-0.1348655,,,,,bar,,,,,
330,246115186,The Abbeville,51.454953,-0.1395127,,,,,bar,,,,,
331,246518042,Walkers of Whitehall,51.5067276,-0.1269618,,,,,bar,,,,,
332,246519847,Halfway II Heaven,51.5084752,-0.1267238,,,,,bar,,,,,
333,246880765,Mellows Pavilion Cafe,51.3602342,-0.1332936,,,,,cafe,,,,,
334,247364732,The Smuggler's Inn,51.3189353,-0.1505156,,,,,bar,,,,,
335,247956786,Bread Ahead at The Southwark Cathedral Cafe,51.5064173,-0.0892636,,,,,bakery,,,,,
336,247957492,The Horniman,51.5060967,-0.0827957,,,,,bar,,,,,
